,tweet_id,source,rating_numerator,stage,retweet_count,favorite_count,name,text,timestamp
456,849412302885593088,Twitter for iPhone,12,none,3208,16103,Noosh,This is Noosh. He noticed you were in the shower and thought you could use some company. 12/10 h*ckin loyal https://t.co/Uq3ChFgWA3,2017-04-05 00:04:08
457,849336543269576704,Twitter for iPhone,11,none,1941,11571,None,"At first I thought this was a dog because of the sign, but it is clearly Wilson from Home Improvement. Please only send in dogs... 11/10 https://t.co/jqPk1BZ6xu",2017-04-04 19:03:06
458,849051919805034497,Twitter for iPhone,13,none,8666,43056,Kevin,This is Kevin. Kevin doesn't give a single h*ck. Will sit in the fountain if he wants to. 13/10 churlish af https://t.co/r6GjO6MbZz,2017-04-04 00:12:06
459,848690551926992896,Twitter for iPhone,12,none,4411,25586,None,Please stop sending in animals other than dogs. We only rate dogs. Not Furry Ecuadorian Sea Turtles. Thank you... 12/10 https://t.co/UOE79zb6VU,2017-04-03 00:16:10
460,848324959059550208,Twitter for iPhone,12,none,4696,25167,Odin,Meet Odin. He's supposed to be giving directions but he'd rather look at u like that. Should probably buckle pup. 12/10 distracting as h*ck https://t.co/1pSqUbLQ5Z,2017-04-02 00:03:26
461,848212111729840128,Twitter for iPhone,6,none,3128,16606,Jerry,"This is Jerry. He's doing a distinguished tongue slip. Slightly patronizing tbh. You think you're better than us, Jerry? 6/10 hold me back https://t.co/DkOBbwulw1",2017-04-01 16:35:01
462,847971574464610304,Twitter for iPhone,13,none,442,0,None,RT @basic_vacek_: I love my new mug easy 13/10 @dog_rates https://t.co/0bYtoL7Wwt,2017-04-01 00:39:12
463,847962785489326080,Twitter for iPhone,10,none,5212,23928,Georgie,This is Georgie. He's very shy. Only puppears when called. Aggressively average at fetch. Unique front paws. Looks slippery. 10/10 would pet https://t.co/rcDs5LkiSj,2017-04-01 00:04:17
464,847842811428974592,Twitter for iPhone,12,none,1360,5548,Rontu,"This is Rontu. He is described as a pal, cuddle bug, protector and constant shadow. 12/10, but he needs your help

https://t.co/zK4cpKPFfU https://t.co/7Xvoalr798",2017-03-31 16:07:33
465,847606175596138505,Twitter for iPhone,12,none,3495,19114,Cannon,This is Cannon. He just heard something behind him. Fr*ckin frightened af. 12/10 don't look back just run https://t.co/WTPBWT6Ux1,2017-03-31 00:27:14
466,847251039262605312,Twitter for iPhone,12,none,4391,20849,Furzey,This is Furzey. He's doing an elevated sandy zoom. Adjusts ears to steer. 12/10 would pet mid flight https://t.co/zhbRIZQgnq,2017-03-30 00:56:03
467,847157206088847362,Twitter for iPhone,11,none,6001,20307,Daisy,"Meet Daisy. She's been pup for adoption for months now but hasn't gotten any applications. 11/10 let's change that

https://t.co/Jlb9L0m3J0 https://t.co/Eh7fGFuy6r",2017-03-29 18:43:12
468,847116187444137987,Twitter for iPhone,11,none,3265,21827,None,Unbelievable... We. Only. Rate. Dogs. Please stop sending in other things like this Blossoming Flop Kangaroo. Thank you... 11/10 https://t.co/EeeErAbso0,2017-03-29 16:00:12
469,846874817362120707,Twitter for iPhone,13,none,4013,20473,Tuck,"This is Tuck. As you can see, he's rather h*ckin rare. Taken seriously until his legs are seen. Tail stuck in a permanent zoom. 13/10 https://t.co/P7PBGqrKSe",2017-03-29 00:01:05
470,846153765933735936,Twitter for iPhone,13,none,9297,32309,Vixen,This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0CkS5ExFR,2017-03-27 00:15:53
471,846042936437604353,Twitter for iPhone,12,none,2951,16329,Jarvis,Meet Jarvis. The snow pupsets him. Officially ready for summer. 12/10 would perform a chilly boop https://t.co/0hLkztpiOW,2017-03-26 16:55:29
472,845812042753855489,Twitter for iPhone,13,none,8957,29894,None,We usually don't rate polar bears but this one seems extra good. Majestic as h*ck. 13/10 would hug for a while https://t.co/TLNexlqzXP,2017-03-26 01:38:00
473,845677943972139009,Twitter for iPhone,12,none,4914,25700,None,"C'mon guys. Please only send in dogs. We only rate dogs, not Exceptional-Tongued Peruvian Floor Bears. Thank you... 12/10 https://t.co/z30iQLiXNo",2017-03-25 16:45:08
474,844979544864018432,Twitter for iPhone,13,none,2636,13921,None,"PUPDATE: I'm proud to announce that Toby is 236 days sober. Pupgraded to a 13/10. We're all very proud of you, Toby https://t.co/a5OaJeRl9B",2017-03-23 18:29:57
475,844973813909606400,Twitter for iPhone,12,none,3300,15442,Brady,"This is Brady. He's a recovering alcoholic. Demonstrating incredible restraint here. 12/10 don't give pup, don't give in, Brady https://t.co/B1iBuSq3hr",2017-03-23 18:07:10
476,844580511645339650,Twitter for iPhone,11,none,3224,16852,Charlie,This is Charlie. He wants to know if you have a moment to talk about washing machine insurance policies. 11/10 would hear him out https://t.co/gAzPqT7uyk,2017-03-22 16:04:20
477,844223788422217728,Twitter for iPhone,12,none,2268,13942,Margo,This is Margo. She just dug pup a massive hole. Can't wait for you to see it. H*ckin proud of herself. 12/10 would forgive then pet https://t.co/H38HB6rBTx,2017-03-21 16:26:50
478,843856843873095681,Twitter for iPhone,12,none,4766,21936,Sadie,Say hello to Sadie and Daisy. They do all their shopping together. Can never agree on what to get. Like an old married pupple. Both 12/10 https://t.co/f5C5l5wa0e,2017-03-20 16:08:44
479,843604394117681152,Twitter for iPhone,11,none,2833,17281,Hank,This is Hank. He's been outside for 3 minutes and already made a friend. Way to go Hank. 11/10 for both https://t.co/wHUElL84RC,2017-03-19 23:25:35
480,843235543001513987,Twitter for iPhone,13,none,6216,22038,Tycho,This is Tycho. She just had new wheels installed. About to do a zoom. 0-60 in 2.4 seconds. 13/10 inspirational as h*ck https://t.co/DKwp2ByMsL,2017-03-18 22:59:54
481,842846295480000512,Twitter for iPhone,13,none,3731,15607,Charlie,This is Charlie. He's wishing you a very fun and safe St. Pawtrick's Day. 13/10 festive af https://t.co/nFpNgCWWYs,2017-03-17 21:13:10
482,842765311967449089,Twitter for iPhone,12,none,1320,6913,Indie,"Meet Indie. She's not a fan of baths but she's definitely a fan of hide &amp; seek. 12/10 click the link to help Indie

https://t.co/fvGkIuAlFK https://t.co/kiCFtmJd7l",2017-03-17 15:51:22
483,842535590457499648,Twitter for iPhone,13,none,3615,18537,Winnie,This is Winnie. She lost her body saving a children's hospital from an avalanche. 13/10 what a h*ckin hero https://t.co/Tf0rh9ZgZe,2017-03-17 00:38:32
484,842163532590374912,Twitter for iPhone,12,none,5988,25083,George,Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 would snug with permission https://t.co/o6E0hB3xZl,2017-03-16 00:00:07
485,842115215311396866,Twitter for iPhone,12,none,3133,14349,Bentley,This is Bentley. It's his first time going to the beach. I think he's a fan. 12/10 would build sand castles with https://t.co/iDK4OyQJoy,2017-03-15 20:48:07
486,841833993020538882,Twitter for iPhone,13,none,15718,0,Ken,RT @dog_rates: This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba) https://t.co/btzf1zTDeQ,2017-03-15 02:10:39
487,841680585030541313,Twitter for iPhone,12,none,8031,26310,Penny,"This is Penny. She's a dragon slayer. Feared by most, if not all, dragons. Showing off her latest victim here. 12/10 would pet with caution https://t.co/qUOijSlPnj",2017-03-14 16:01:03
488,841439858740625411,Twitter for iPhone,14,none,3805,12958,None,Here we have some incredible doggos for #K9VeteransDay. All brave as h*ck. Salute your dog in solidarity. 14/10 for all https://t.co/SVNMdFqKDL,2017-03-14 00:04:30
489,841314665196081154,Twitter Web Client,13,none,4831,16236,Max,This is Max. There's no way in h*ck you're taking his pacifier. Binky promises it's not happening. 13/10 very good stubborn boy https://t.co/9lVAqDEvZ5,2017-03-13 15:47:01
490,841077006473256960,Twitter for iPhone,12,none,5478,23457,Dawn,This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/XKJrmO4fAQ,2017-03-13 00:02:39
491,840696689258311684,Twitter for iPhone,10,none,1015,12609,None,I didn't even have to intervene. Took him 4 minutes to realize his error. 10/10 for Kevin https://t.co/2gclc1MNr7,2017-03-11 22:51:24
492,840632337062862849,Twitter for iPhone,12,none,1820,9227,Maddie,"Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help

https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o",2017-03-11 18:35:42
493,840370681858686976,Twitter for iPhone,13,none,4708,16914,None,You have been visited by the magical sugar jar puggo. He has granted you three boops. 13/10 would use immediately https://t.co/76iL7JUQdG,2017-03-11 01:15:58
494,840268004936019968,Twitter for iPhone,12,none,5918,19794,Monty,This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12/10 mistake happen https://t.co/8Wsr6b4RjE,2017-03-10 18:27:58
495,839990271299457024,Twitter for iPhone,13,none,2371,13787,Sojourner,Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af. 13/10 we must protect him at all costs https://t.co/r7W1NbkOtr,2017-03-10 00:04:21
496,839549326359670784,Twitter for iPhone,12,none,8043,28241,Winston,"Meet Winston. He knows he's a little too big for the swing, but he doesn't care. Kindly requests a push. 12/10 would happily oblige https://t.co/GuxEXTdnMu",2017-03-08 18:52:12
497,839239871831150596,Twitter for iPhone,13,none,6769,27963,Odie,This is Odie. He's big. 13/10 would attempt to ride https://t.co/JEXB9RwBmm,2017-03-07 22:22:32
498,838921590096166913,Twitter for iPhone,13,none,2143,11487,Arlo,This is Arlo. He's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oXVu9pNZZv,2017-03-07 01:17:48
499,838916489579200512,Twitter for iPhone,15,none,36,0,None,RT @KibaDva: I collected all the good dogs!! 15/10 @dog_rates #GoodDogs https://t.co/6UCGFczlOI,2017-03-07 00:57:32
500,838561493054533637,Twitter for iPhone,13,none,1375,11236,Walter,This is Walter. His owner has been watching all the Iditarod coverage and is convinced Walter can be a sled dog. 13/10 Walter isn't so sure https://t.co/0av1PEehFI,2017-03-06 01:26:54
501,838476387338051585,Twitter for iPhone,13,none,4972,23226,Stanley,This is Stanley. Somehow he heard you tell him he's a good boy from all the way up there. 13/10 I love you Stanley https://t.co/51FXNuouHI,2017-03-05 19:48:43
502,838083903487373313,Twitter for iPhone,13,none,3271,18136,Daisy,This is Daisy. She's puppears to be rare as all h*ck. Only seven like her currently domesticated. 13/10 pettable af https://t.co/meUc8jufAO,2017-03-04 17:49:08
503,837482249356513284,Twitter for iPhone,13,none,460,3945,Waffles,This is Waffles. He's a ship captain in real life and in @GoodDogsGame. Must've gotten to the max level (wink) 13/10 would sail with https://t.co/Z3LAaV2pKz,2017-03-03 01:58:22
504,837471256429613056,Twitter for iPhone,12,none,2364,13171,Vincent,This is Vincent. He's suave as h*ck. Will be your copilot this evening. Claims he doesn't need to look at the directions. 12/10 https://t.co/u51tzXSVi3,2017-03-03 01:14:41
505,836989968035819520,Twitter for iPhone,12,none,2379,13101,Mookie,This is Mookie. He really enjoys shopping but not from such high altitudes. Doin him quite the concern. 12/10 someone lower him https://t.co/beWUzGVKRM,2017-03-01 17:22:13
506,836677758902222849,Twitter for iPhone,11,none,2306,12991,Oliver,Say hello to Oliver. He's pretty exotic. Fairly pupset as well. Too many midterms coming pup. 11/10 would pet with extreme caution https://t.co/fGAPAsxjKs,2017-02-28 20:41:37
507,836260088725786625,Twitter for iPhone,13,none,4461,21938,Lucy,This is Lucy. She spent all morning overseeing the shoveling of the driveway. H*ckin hard work. 13/10 very good girl Lucy https://t.co/gA2GECjiQD,2017-02-27 17:01:56
508,836001077879255040,Twitter for iPhone,13,none,4447,19677,None,Atlas is back and this time he's prettier than the sunset. Seems to be aware of it too. 13/10 would give modeling contract https://t.co/uRdKlFArQE,2017-02-26 23:52:43
509,835574547218894849,Twitter for iPhone,11,none,3766,18349,Eli,This is Eli. He works backstage at Bone Jovi concerts. Heavy duty earmuffs for puptection. H*ckin safe boy. 11/10 https://t.co/cVQEnUQd8q,2017-02-25 19:37:50
510,835297930240217089,Twitter for iPhone,12,none,3123,16953,Ash,Meet Ash. He's a Benebop Cumberplop. Quite rare. Fairly portable. Lil sandy tho. Clearly knows something you don't. 12/10 would hug softly https://t.co/1U0z6r5LSO,2017-02-25 01:18:40
511,835264098648616962,Twitter for iPhone,12,none,1775,7970,Lola,"Meet Lola. Her hobbies include being precious af and using her foot as a toothbrush. 12/10 Lola requests your help

https://t.co/FYFyHh7rir https://t.co/IiB7ggduoU",2017-02-24 23:04:14
512,835172783151792128,Twitter for iPhone,12,none,5991,26974,None,We only rate dogs. Please don't send in any non-canines like this Floppy Tongued House Panda. Thank you... 12/10 would still pet https://t.co/8fX2VkExnL,2017-02-24 17:01:22
513,835152434251116546,Twitter for iPhone,0,none,3150,23167,None,When you're so blinded by your systematic plagiarism that you forget what day it is. 0/10 https://t.co/YbEJPkg4Ag,2017-02-24 15:40:31
514,834931633769889797,Twitter for iPhone,12,none,1721,11171,Tucker,This is Tucker. He decided it was time to part ways with his favorite ball. We captured the emotional farewell on camera. 12/10 https://t.co/jTe7Y6P0HK,2017-02-24 01:03:08
515,834786237630337024,Twitter for iPhone,13,none,5722,21919,Tobi,This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana. 13/10 would send fully armed battalion to remind her of my love https://t.co/3FIqvumEXE,2017-02-23 15:25:23
516,834458053273591808,Twitter for iPhone,12,none,1758,9929,Chester,"Meet Chester (bottom) &amp; Harold (top). They are different dogs not only in appearance, but in personality as well. Both 12/10 symbiotic af https://t.co/8ZOZS2FSJe",2017-02-22 17:41:18
517,834209720923721728,Twitter for iPhone,12,none,4972,21277,Wilson,This is Wilson. He's aware that he has something on his face. Waiting for you to get it for him. 12/10 https://t.co/FaeinVjzTZ,2017-02-22 01:14:30
518,834167344700198914,Twitter for iPhone,11,none,3801,16301,Sunshine,This is Sunshine. She doesn't believe in personal space. Eyes pretty far apart for a dog. Has horns (whoa). 11/10 would pet with wonder https://t.co/o3bhLguymB,2017-02-21 22:26:07
519,834086379323871233,Twitter for iPhone,12,none,2301,13481,Lipton,This is Lipton. He's a West Romanian Snuggle Pup. Only a few left of his kind. 12/10 would boop https://t.co/5KmXPIGgAG,2017-02-21 17:04:24
520,833863086058651648,Twitter for iPhone,12,none,2502,13864,Bentley,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ,2017-02-21 02:17:06
521,833826103416520705,Twitter for iPhone,13,none,3904,18609,Charlie,Meet Charlie. She asked u to change the channel to Animal Planet at least 6 times. Now taking matters into her own paws. 13/10 assertive af https://t.co/WTzhtfevKY,2017-02-20 23:50:09
522,833722901757046785,Twitter for iPhone,13,none,3354,21437,Bronte,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10 would be an honor to pet https://t.co/w1MQWO2PET,2017-02-20 17:00:04
523,833479644947025920,Twitter for iPhone,13,none,2139,15336,Poppy,This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu,2017-02-20 00:53:27
524,832769181346996225,Twitter for iPhone,12,none,39,0,None,RT @EmilieGambril: 12/10 h*cking excited about my new shirt! @dog_rates https://t.co/zFEfMTaHqU,2017-02-18 01:50:19
525,832757312314028032,Twitter for iPhone,13,none,3778,17384,Willow,This is Willow. She's the official strawberry taste tester. Palate delicate af. Currently noting the subtle piquancy of this one. 13/10 https://t.co/On7muWnWSQ,2017-02-18 01:03:09
526,832636094638288896,Twitter for iPhone,12,none,2909,16378,Orion,This is Orion. He just got back from the dentist. Cavity free af. 12/10 would give extra pats https://t.co/Y4DZx2UWsr,2017-02-17 17:01:29
527,832397543355072512,Twitter for iPhone,12,none,2318,12337,Eevee,This is Eevee. She wants to see how you're doing. Just checkin pup on you. She hopes you're doing okay. 12/10 extremely good girl https://t.co/nqAJGCHKEt,2017-02-17 01:13:34
528,832369877331693569,Twitter for iPhone,11,none,3335,17755,Charlie,This is Charlie. He fell asleep on a heating vent. Would puppreciate your assistance. 11/10 someone help Charlie https://t.co/Dhdx5HnQ4d,2017-02-16 23:23:38
529,832215726631055365,Twitter for iPhone,13,none,9796,0,Moreton,RT @dog_rates: This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3,2017-02-16 13:11:05
530,832040443403784192,Twitter for iPhone,12,none,10100,0,Klein,RT @dog_rates: This is Klein. These pics were taken a month apart. He knows he's a stud now. 12/10 total heartthrob https://t.co/guDkLrX8zV,2017-02-16 01:34:34
531,831911600680497154,Twitter for iPhone,14,none,6808,28613,Kuyu,Meet Kuyu. He was trapped in a well for 10 days. Rescued yesterday using a device designed by a local robotics team. 14/10 for all involved https://t.co/l38R6IZNNg,2017-02-15 17:02:36
532,831670449226514432,Twitter for iPhone,13,none,1896,10810,Daisy,This is Daisy. She has a heart on her butt. 13/10 topical af https://t.co/u6p4LxzHKg,2017-02-15 01:04:21
533,831650051525054464,Twitter for iPhone,13,none,2028,7430,None,"I usually only share these on Friday's, but this is Blue. He's a very smoochable pooch who needs your help. 13/10

https://t.co/piiX0ke8Z6 https://t.co/1UHrKcaCiO",2017-02-14 23:43:18
534,831552930092285952,Twitter for iPhone,13,none,2405,9303,Dutch,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/10 https://t.co/BCbmFYLrse,2017-02-14 17:17:22
535,831309418084069378,Twitter for iPhone,12,none,2568,12154,Scooter,This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both 12/10 would pet at same time https://t.co/ghqMfxxa4V,2017-02-14 01:09:44
536,831262627380748289,Twitter for iPhone,12,none,2139,12335,Tucker,This is Tucker. He's feeling h*ckin festive and his owners don't have the heart to tell him Christmas is over. 12/10 https://t.co/zqR5XKMpuY,2017-02-13 22:03:49
537,830956169170665475,Twitter for iPhone,12,none,1562,8252,Reggie,Say hello to Reggie. He hates puns. 12/10 lighten pup Reggie https://t.co/X4vNEzAod5,2017-02-13 01:46:03
538,830583320585068544,Twitter for iPhone,13,none,17586,69272,Lilly,This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,2017-02-12 01:04:29
539,830097400375152640,Twitter for iPhone,13,none,3120,10180,Samson,"Meet Samson. He's absolute fluffy perfection. Easily 13/10, but he needs your help. Click the link to find out more

https://t.co/z82hCtwhpn https://t.co/KoWrMkbMbW",2017-02-10 16:53:37
540,829861396166877184,Twitter for iPhone,12,none,2052,12680,Mia,This is Mia. She already knows she's a good dog. You don't have to tell her. 12/10 would probably tell her anyway https://t.co/xeudgDXmTU,2017-02-10 01:15:49
541,829501995190984704,Twitter for iPhone,12,none,11139,32919,Leo,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enough for me Leo https://t.co/Xw9JbJHTul,2017-02-09 01:27:41
542,829141528400556032,Twitter for iPhone,12,none,7745,25348,Malcolm,This is Malcolm. He goes from sneaky tongue slip to flirt wink city in a matter of seconds. 12/10 would hug softly https://t.co/rHwfySggqR,2017-02-08 01:35:19
543,829011960981237760,Twitter for iPhone,13,none,17085,54996,Dexter,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10 welcome home https://t.co/U50RlRw4is,2017-02-07 17:00:28
544,828770345708580865,Twitter for iPhone,13,none,6159,26503,Alfie,This is Alfie. He's your Lyft for tonight. Kindly requests you buckle pup and remain reasonably calm during the ride. 13/10 he must focus https://t.co/AqPTHYUBFz,2017-02-07 01:00:22
545,828708714936930305,Twitter for iPhone,10,none,11788,37938,Fiona,This is Fiona. She's an exotic dog. Seems rather impatient. Jaw extension on another level tho. Looks slippery. 10/10 would still pet https://t.co/vst2SEVJO3,2017-02-06 20:55:28
546,828650029636317184,Twitter for iPhone,14,none,1418,9869,one,"Occasionally, we're sent fantastic stories. This is one of them. 14/10 for Grace https://t.co/bZ4axuH6OK",2017-02-06 17:02:17
547,828409743546925057,Twitter for iPhone,12,none,1215,6557,Mutt,This is Mutt Ryan. He's quite confident at the moment. 12/10 rise pup! https://t.co/ZH5CvRlCxt,2017-02-06 01:07:28
548,828408677031882754,Twitter for iPhone,12,none,1358,7963,Bear,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear https://t.co/7WFLKli2T3,2017-02-06 01:03:14
549,828376505180889089,Twitter for iPhone,13,none,1124,7668,Beebop,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well https://t.co/HKBVZqXFNR",2017-02-05 22:55:23
550,828372645993398273,Twitter for iPhone,12,none,3098,13035,Alexander,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10 https://t.co/JcTuUcyYNS,2017-02-05 22:40:03
551,828046555563323392,Twitter for iPhone,13,none,3008,12204,Sailer,This is Sailer. He waits on the roof for his owners to come home. Nobody knows how he gets up there. H*ckin loyal af. 13/10 https://t.co/O37z4jaMG9,2017-02-05 01:04:17
552,828011680017821696,Twitter for iPhone,11,none,2259,10751,Brutus,Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simultaneously https://t.co/rkhCFfDtxB,2017-02-04 22:45:42
553,827653905312006145,Twitter for iPhone,12,none,3158,16047,Boots,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats https://t.co/eAA8lratd3,2017-02-03 23:04:02
554,827600520311402496,Twitter for iPhone,13,none,990,7689,Tucker,Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone https://t.co/vrppizPGdb,2017-02-03 19:31:54
555,827324948884643840,Twitter for iPhone,12,none,3206,16444,Ralphie,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face https://t.co/UU3KqQF5n5",2017-02-03 01:16:53
556,827199976799354881,Twitter for iPhone,13,none,2360,10978,Charlie,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie https://t.co/UkyQibIBzZ,2017-02-02 17:00:17
557,826598365270007810,Twitter for iPhone,13,none,2472,10448,Pawnd,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life https://t.co/YprN62Z74I,2017-02-01 01:09:42
558,826240494070030336,Twitter for iPhone,11,none,2730,13800,None,We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10 https://t.co/srXL2s868C,2017-01-31 01:27:39
559,826115272272650244,Twitter for iPhone,13,none,3298,16283,Ike,This is Ike. He's demonstrating the pupmost restraint. 13/10 super good boy https://t.co/6gHoGah9nm,2017-01-30 17:10:04
560,825876512159186944,Twitter for iPhone,11,none,1975,10871,Mo,This is Mo. No one will push him around in the grocery cart. He's quite pupset about it. 11/10 I volunteer https://t.co/feNwTq12S5,2017-01-30 01:21:19
561,825829644528148480,Twitter for iPhone,12,none,2615,13244,Toby,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM,2017-01-29 22:15:05
562,825147591692263424,Twitter for iPhone,13,none,4788,19035,Sweet,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD,2017-01-28 01:04:51
563,824796380199809024,Twitter for iPhone,11,none,5792,0,Bailey,RT @dog_rates: This is Bailey. She loves going down slides but is very bad at it. Still 11/10 https://t.co/ivPWhspN3E,2017-01-27 01:49:15
564,824775126675836928,Twitter for iPhone,12,none,3708,15543,Scooter,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling https://t.co/F0VWg2GztI,2017-01-27 00:24:48
565,824663926340194305,Twitter for iPhone,13,none,1828,10492,Wilson,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM,2017-01-26 17:02:56
566,824297048279236611,Twitter for iPhone,11,none,4067,15678,Nala,This is Nala. She got in trouble. One h*ck of a pupnishment. Still 11/10 would pet https://t.co/EmJbG0skLt,2017-01-25 16:45:05
567,823939628516474880,Twitter for iPhone,12,none,2865,11073,Cash,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw,2017-01-24 17:04:50
568,823699002998870016,Twitter for iPhone,12,none,2654,14497,Winston,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his belly really well. 12/10 https://t.co/yCydYURYEL,2017-01-24 01:08:40
569,823581115634085888,Twitter for iPhone,11,none,2784,13562,Crawford,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat https://t.co/6F5Rrp472U,2017-01-23 17:20:14
570,823322678127919110,Twitter for iPhone,11,none,4241,16397,Wyatt,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with https://t.co/stkJ377KK7,2017-01-23 00:13:17
571,823269594223824897,Twitter for iPhone,11,none,10408,0,None,RT @dog_rates: We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5,2017-01-22 20:42:21
572,822975315408461824,Twitter for iPhone,12,none,3629,18012,Albus,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would dry https://t.co/yUM8jYStuG,2017-01-22 01:12:59
573,822859134160621569,Twitter for iPhone,12,none,2415,13811,Hobbes,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10 https://t.co/SSQE06XClS,2017-01-21 17:31:20
574,822647212903690241,Twitter for iPhone,13,none,6747,0,Paisley,RT @dog_rates: This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,2017-01-21 03:29:14
575,822610361945911296,Twitter for iPhone,12,none,3119,15409,None,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs... 12/10 https://t.co/mcagPeENIh,2017-01-21 01:02:48
576,822489057087389700,Twitter for iPhone,13,none,6747,18927,Paisley,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,2017-01-20 17:00:46
577,822244816520155136,Twitter for iPhone,11,none,10408,36497,None,We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5,2017-01-20 00:50:15
578,821886076407029760,Twitter for iPhone,13,none,2459,11817,Jimison,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV,2017-01-19 01:04:45
579,821813639212650496,Twitter for iPhone,12,none,3530,0,Hercules,RT @dog_rates: Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,2017-01-18 20:16:54
580,821522889702862852,Twitter for iPhone,13,none,1874,8370,Harlso,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself https://t.co/IzcaR3Nqyn,2017-01-18 01:01:34
581,821149554670182400,Twitter for iPhone,12,none,2121,9078,Luca,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 https://t.co/r8DxA8DYJ2,2017-01-17 00:18:04
582,821044531881721856,Twitter for iPhone,12,none,2421,13201,Flash,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor https://t.co/bryVdNaRcu,2017-01-16 17:20:45
583,820749716845686786,Twitter for iPhone,13,none,10439,32902,Sunny,Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution https://t.co/EMq8Ud6Ze1,2017-01-15 21:49:15
584,820690176645140481,Twitter for iPhone,84,none,3408,12738,None,The floofs have been released I repeat the floofs have been released. 84/70 https://t.co/NIYC820tmd,2017-01-15 17:52:40
